"qc_test","variable","county","month","sensor_type","threshold","threshold_value"
"grossrange","dissolved_oxygen_uncorrected_mg_per_l",NA,NA,"hobo","sensor_min",0
"grossrange","dissolved_oxygen_uncorrected_mg_per_l",NA,NA,"hobo","sensor_max",30
"grossrange","dissolved_oxygen_percent_saturation",NA,NA,"aquameasure","sensor_min",0
"grossrange","dissolved_oxygen_percent_saturation",NA,NA,"aquameasure","sensor_max",150
"grossrange","salinity_psu",NA,NA,"aquameasure","sensor_min",0
"grossrange","salinity_psu",NA,NA,"aquameasure","sensor_max",40
"grossrange","sensor_depth_measured_m",NA,NA,"vr2ar","sensor_min",0
"grossrange","sensor_depth_measured_m",NA,NA,"vr2ar","sensor_max",500
"grossrange","sensor_depth_measured_m",NA,NA,"aquameasure","sensor_min",0
"grossrange","sensor_depth_measured_m",NA,NA,"aquameasure","sensor_max",100
"grossrange","temperature_degree_c",NA,NA,"aquameasure","sensor_min",-5
"grossrange","temperature_degree_c",NA,NA,"aquameasure","sensor_max",35
"grossrange","temperature_degree_c",NA,NA,"hobo","sensor_min",-40
"grossrange","temperature_degree_c",NA,NA,"hobo","sensor_max",70
"grossrange","temperature_degree_c",NA,NA,"vr2ar","sensor_min",-5
"grossrange","temperature_degree_c",NA,NA,"vr2ar","sensor_max",40
"grossrange","temperature_degree_c",NA,NA,"tidbit","sensor_min",-20
"grossrange","temperature_degree_c",NA,NA,"tidbit","sensor_max",50
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,1,NA,"season_min",11.203
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,1,NA,"season_max",14.109
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,2,NA,"season_min",11.747
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,2,NA,"season_max",15.043
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,3,NA,"season_min",11.394
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,3,NA,"season_max",15.675
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,4,NA,"season_min",11.325
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,4,NA,"season_max",15.396
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,5,NA,"season_min",11.289
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,5,NA,"season_max",14.279
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,6,NA,"season_min",9.203
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,6,NA,"season_max",15.194
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,7,NA,"season_min",8.696
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,7,NA,"season_max",15.134
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,8,NA,"season_min",7.933
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,8,NA,"season_max",15.647
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,9,NA,"season_min",7.246
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,9,NA,"season_max",12.034
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,10,NA,"season_min",7.794
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,10,NA,"season_max",10.288
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,11,NA,"season_min",10.489
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,11,NA,"season_max",11.806
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,12,NA,"season_min",10.241
"climatology","dissolved_oxygen_uncorrected_mg_per_l",NA,12,NA,"season_max",13.081
"grossrange","dissolved_oxygen_uncorrected_mg_per_l",NA,NA,NA,"user_min",8.98
"grossrange","dissolved_oxygen_uncorrected_mg_per_l",NA,NA,NA,"user_max",15.738
"rolling_sd","dissolved_oxygen_uncorrected_mg_per_l",NA,NA,NA,"rolling_sd_max",0.66
"climatology","dissolved_oxygen_percent_saturation",NA,1,NA,"season_min",89.197
"climatology","dissolved_oxygen_percent_saturation",NA,1,NA,"season_max",115.184
"climatology","dissolved_oxygen_percent_saturation",NA,2,NA,"season_min",89.865
"climatology","dissolved_oxygen_percent_saturation",NA,2,NA,"season_max",115.111
"climatology","dissolved_oxygen_percent_saturation",NA,3,NA,"season_min",90.919
"climatology","dissolved_oxygen_percent_saturation",NA,3,NA,"season_max",116.161
"climatology","dissolved_oxygen_percent_saturation",NA,4,NA,"season_min",94.579
"climatology","dissolved_oxygen_percent_saturation",NA,4,NA,"season_max",118.66
"climatology","dissolved_oxygen_percent_saturation",NA,5,NA,"season_min",93.788
"climatology","dissolved_oxygen_percent_saturation",NA,5,NA,"season_max",121.097
"climatology","dissolved_oxygen_percent_saturation",NA,6,NA,"season_min",94.354
"climatology","dissolved_oxygen_percent_saturation",NA,6,NA,"season_max",123.91
"climatology","dissolved_oxygen_percent_saturation",NA,7,NA,"season_min",93.522
"climatology","dissolved_oxygen_percent_saturation",NA,7,NA,"season_max",126.47
"climatology","dissolved_oxygen_percent_saturation",NA,8,NA,"season_min",90.371
"climatology","dissolved_oxygen_percent_saturation",NA,8,NA,"season_max",128.339
"climatology","dissolved_oxygen_percent_saturation",NA,9,NA,"season_min",88.222
"climatology","dissolved_oxygen_percent_saturation",NA,9,NA,"season_max",120.887
"climatology","dissolved_oxygen_percent_saturation",NA,10,NA,"season_min",85.506
"climatology","dissolved_oxygen_percent_saturation",NA,10,NA,"season_max",118.607
"climatology","dissolved_oxygen_percent_saturation",NA,11,NA,"season_min",86.221
"climatology","dissolved_oxygen_percent_saturation",NA,11,NA,"season_max",116.153
"climatology","dissolved_oxygen_percent_saturation",NA,12,NA,"season_min",86.987
"climatology","dissolved_oxygen_percent_saturation",NA,12,NA,"season_max",114.675
"grossrange","dissolved_oxygen_percent_saturation",NA,NA,NA,"user_min",87.183
"grossrange","dissolved_oxygen_percent_saturation",NA,NA,NA,"user_max",121.274
"rolling_sd","dissolved_oxygen_percent_saturation",NA,NA,NA,"rolling_sd_max",2.99
"climatology","salinity_psu","Inverness",1,NA,"season_min",NA
"climatology","salinity_psu","Inverness",2,NA,"season_min",NA
"climatology","salinity_psu","Inverness",3,NA,"season_min",NA
"climatology","salinity_psu","Inverness",4,NA,"season_min",NA
"climatology","salinity_psu","Inverness",5,NA,"season_min",NA
"climatology","salinity_psu","Inverness",6,NA,"season_min",NA
"climatology","salinity_psu","Inverness",7,NA,"season_min",NA
"climatology","salinity_psu","Inverness",8,NA,"season_min",NA
"climatology","salinity_psu","Inverness",9,NA,"season_min",NA
"climatology","salinity_psu","Inverness",10,NA,"season_min",NA
"climatology","salinity_psu","Inverness",11,NA,"season_min",NA
"climatology","salinity_psu","Inverness",12,NA,"season_min",NA
"climatology","salinity_psu",NA,1,NA,"season_min",NA
"climatology","salinity_psu",NA,2,NA,"season_min",NA
"climatology","salinity_psu",NA,3,NA,"season_min",NA
"climatology","salinity_psu",NA,4,NA,"season_min",NA
"climatology","salinity_psu",NA,5,NA,"season_min",NA
"climatology","salinity_psu",NA,6,NA,"season_min",NA
"climatology","salinity_psu",NA,7,NA,"season_min",NA
"climatology","salinity_psu",NA,8,NA,"season_min",NA
"climatology","salinity_psu",NA,9,NA,"season_min",NA
"climatology","salinity_psu",NA,10,NA,"season_min",NA
"climatology","salinity_psu",NA,11,NA,"season_min",NA
"climatology","salinity_psu",NA,12,NA,"season_min",NA
"climatology","salinity_psu","Inverness",1,NA,"season_max",NA
"climatology","salinity_psu","Inverness",2,NA,"season_max",NA
"climatology","salinity_psu","Inverness",3,NA,"season_max",NA
"climatology","salinity_psu","Inverness",4,NA,"season_max",NA
"climatology","salinity_psu","Inverness",5,NA,"season_max",NA
"climatology","salinity_psu","Inverness",6,NA,"season_max",NA
"climatology","salinity_psu","Inverness",7,NA,"season_max",NA
"climatology","salinity_psu","Inverness",8,NA,"season_max",NA
"climatology","salinity_psu","Inverness",9,NA,"season_max",NA
"climatology","salinity_psu","Inverness",10,NA,"season_max",NA
"climatology","salinity_psu","Inverness",11,NA,"season_max",NA
"climatology","salinity_psu","Inverness",12,NA,"season_max",NA
"climatology","salinity_psu",NA,1,NA,"season_max",NA
"climatology","salinity_psu",NA,2,NA,"season_max",NA
"climatology","salinity_psu",NA,3,NA,"season_max",NA
"climatology","salinity_psu",NA,4,NA,"season_max",NA
"climatology","salinity_psu",NA,5,NA,"season_max",NA
"climatology","salinity_psu",NA,6,NA,"season_max",NA
"climatology","salinity_psu",NA,7,NA,"season_max",NA
"climatology","salinity_psu",NA,8,NA,"season_max",NA
"climatology","salinity_psu",NA,9,NA,"season_max",NA
"climatology","salinity_psu",NA,10,NA,"season_max",NA
"climatology","salinity_psu",NA,11,NA,"season_max",NA
"climatology","salinity_psu",NA,12,NA,"season_max",NA
"grossrange","salinity_psu","Inverness",NA,NA,"user_min",19.8
"grossrange","salinity_psu","Inverness",NA,NA,"user_max",24.703
"grossrange","salinity_psu",NA,NA,NA,"user_min",26.317
"grossrange","salinity_psu",NA,NA,NA,"user_max",34.655
"rolling_sd","salinity_psu","Inverness",NA,NA,"rolling_sd_max",0.26
"rolling_sd","salinity_psu",NA,NA,NA,"rolling_sd_max",0.42
"climatology","sensor_depth_measured_m","Annapolis",1,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Annapolis",2,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Annapolis",3,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Annapolis",4,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Annapolis",5,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Annapolis",6,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Annapolis",7,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Annapolis",8,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Annapolis",9,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Annapolis",10,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Annapolis",11,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Annapolis",12,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Antigonish",1,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Antigonish",2,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Antigonish",3,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Antigonish",4,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Antigonish",5,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Antigonish",6,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Antigonish",7,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Antigonish",8,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Antigonish",9,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Antigonish",10,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Antigonish",11,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Antigonish",12,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Colchester",1,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Colchester",2,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Colchester",3,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Colchester",4,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Colchester",5,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Colchester",6,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Colchester",7,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Colchester",8,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Colchester",9,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Colchester",10,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Colchester",11,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Colchester",12,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Digby",1,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Digby",2,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Digby",3,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Digby",4,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Digby",5,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Digby",6,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Digby",7,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Digby",8,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Digby",9,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Digby",10,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Digby",11,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Digby",12,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Guysborough",1,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Guysborough",2,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Guysborough",3,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Guysborough",4,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Guysborough",5,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Guysborough",6,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Guysborough",7,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Guysborough",8,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Guysborough",9,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Guysborough",10,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Guysborough",11,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Guysborough",12,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Halifax",1,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Halifax",2,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Halifax",3,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Halifax",4,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Halifax",5,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Halifax",6,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Halifax",7,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Halifax",8,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Halifax",9,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Halifax",10,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Halifax",11,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Halifax",12,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Lunenburg",1,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Lunenburg",2,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Lunenburg",3,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Lunenburg",4,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Lunenburg",5,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Lunenburg",6,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Lunenburg",7,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Lunenburg",8,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Lunenburg",9,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Lunenburg",10,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Lunenburg",11,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Lunenburg",12,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Pictou",1,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Pictou",2,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Pictou",3,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Pictou",4,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Pictou",5,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Pictou",6,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Pictou",7,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Pictou",8,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Pictou",9,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Pictou",10,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Pictou",11,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Pictou",12,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Queens",1,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Queens",2,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Queens",3,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Queens",4,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Queens",5,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Queens",6,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Queens",7,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Queens",8,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Queens",9,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Queens",10,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Queens",11,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Queens",12,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Richmond",1,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Richmond",2,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Richmond",3,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Richmond",4,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Richmond",5,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Richmond",6,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Richmond",7,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Richmond",8,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Richmond",9,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Richmond",10,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Richmond",11,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Richmond",12,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Shelburne",1,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Shelburne",2,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Shelburne",3,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Shelburne",4,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Shelburne",5,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Shelburne",6,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Shelburne",7,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Shelburne",8,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Shelburne",9,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Shelburne",10,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Shelburne",11,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Shelburne",12,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Yarmouth",1,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Yarmouth",2,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Yarmouth",3,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Yarmouth",4,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Yarmouth",5,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Yarmouth",6,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Yarmouth",7,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Yarmouth",8,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Yarmouth",9,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Yarmouth",10,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Yarmouth",11,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Yarmouth",12,NA,"season_min",NA
"climatology","sensor_depth_measured_m","Annapolis",1,NA,"season_max",NA
"climatology","sensor_depth_measured_m","Annapolis",2,NA,"season_max",NA
"climatology","sensor_depth_measured_m","Annapolis",3,NA,"season_max",NA
"climatology","sensor_depth_measured_m","Annapolis",4,NA,"season_max",NA
"climatology","sensor_depth_measured_m","Annapolis",5,NA,"season_max",NA
